External_ID__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,CloseDate,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,StartDate,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160403,43200,2016.ETOS.DAGACTIE.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,7200000,0,Externally Managed,"• We gaan deze campagne zelf doen. Niet Mobpro.                                                                                                                                                                                                                                                              • Doelstelling campagne: Uniek bereik
• Uitlevering: Maandag vanaf 12.00 t/m zaterdag 17.00, iedere week op maandag een nieuwe cube met de aanbiedingen van die week (smartphone only). Dit gebeurt automatisch.
• Looptijd: 4 weken (week 28 t/m 31)
• Formaten: halfpage ad; om hierin de swibe cube te kunnen vertonen. alleen in app
• Uitlevering: grote nieuws-, weer-, entertainment en lifestyle portals 
• sturen op 3-5 contacten per week 

Voor Etos is een eerder campagne via jullie dit jaar helaas niet goed gegaan, dus is het extra belangrijk dat deze wel goed gaat.",6,CPM,"Aug 7, 2016",,,0063100000fJYjwAAG,Mobile - Halfpage ad,"Jul 11, 2016",None,
Netherlands Reference number: 20160485,4050,MEC-98972-2016-1472 -- 2016.AH.WK2728.ONL-1.0 - Agriculture,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,"Hoogste prioriteit voor deze campagne! Sturen naar zo hoog mogelijk completion rate. Graag High, Medium, Low separaat opzetten zodat we daarop kunnen rapporteren. Overkoepelende cap van 1 blijft van kracht : Business_Agriculture / Interest / High, Medium en Low",13.5,CPM,"Aug 5, 2016",1,Per campaign,0063100000fJYjWAAW,Video - Preroll 20s,"Jul 25, 2016",,
Netherlands Reference number: 20160471,20586.57,MEC-98992-2016-1498 -- 2016.ETOS.PRIJS.WWW.VOD-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,"Sep 2, 2016",3,Per campaign,0063100000fJYjxAAG,Video - Preroll 20s,"Aug 22, 2016",20-34,Female
Netherlands Reference number: 20160486,6075,MEC-98972-2016-1472 -- 2016.AH.WK2728.ONL-1.0 - Roerbakken,Net Cost (Calc Margin),012i0000001EB0nAAG,450000,0,Externally Managed,"Hoogste prioriteit voor deze campagne! Sturen naar zo hoog mogelijk completion rate. Graag High, Medium, Low separaat opzetten zodat we daarop kunnen rapporteren. Overkoepelende cap van 1 blijft van kracht : Health&Fitness_Healty Cooking / Interest / High, Medium en Low",13.5,CPM,"Aug 5, 2016",1,Per campaign,0063100000fJYjXAAW,Video - Preroll 20s,"Jul 25, 2016",,
Netherlands Reference number: 20160204,25637,Campagne laat een achterstand zien. Hier mag van de planner Mobile aan toegevoegd worden mocht dit nodig zijn. Alleen inzet in STIVA tijdvak tussen 21:00-06:00 uur. 04 mei: Smartphone (web) is geactiveerd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1709133,0,Externally Managed,,15,CPM,"May 8, 2016",3,Per campaign,0063100000fJYjyAAG,Video - Preroll 30s,"Apr 1, 2016",20-34,Male
Netherlands Reference number: 20160272,4600,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,,11.5,CPM,"May 8, 2016",3,Per campaign,0063100000fJYjyAAG,Mobile - Video,"Apr 1, 2016",20-34,Male
Netherlands Reference number: 20160467,13070.62,Desktop only - STIVA tijdvak,Net Cost (Calc Margin),012i0000001EB0nAAG,968194,0,Externally Managed,,13.5,CPM,"Aug 6, 2016",1,Per campaign,0063100000fJYjYAAW,Video - Preroll 20s,"Jul 25, 2016",20-49,Female
Netherlands Reference number: 20150766,24754.21,2015.FC.APPELSIENTJE.111201.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1833645,0,Externally Managed,,13.5,CPM,"Jan 3, 2016",3,Per campaign,0063100000fJYjzAAG,Xaxis TV,"Nov 30, 2015",20-49,Female
Netherlands Reference number: 20160474,6535.31,MEC-98972-2016-1513 -- 2016.AH.WK32.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,"Aug 13, 2016",1,Per campaign,0063100000fJYjZAAW,Video - Preroll 20s,"Aug 8, 2016",20-49,Female
Netherlands Reference number: 20160008,6342.26,Let op: cap hanteren van 1 per campagne (Project MEC van Esther en Frank).,Net Cost (Calc Margin),012i0000001EB0nAAG,469797,0,Externally Managed,,13.5,CPM,"Jan 10, 2016",1,Per campaign,0063100000fJYk0AAG,Video - Preroll 20s,"Jan 1, 2016",25-55,Female
Netherlands Reference number: 20160007,4996.3,Let op: Offline van 11 tot en met 17 Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,370096,0,Externally Managed,,13.5,CPM,"Jan 24, 2016",3,Per campaign,0063100000fJYk1AAG,Video - Preroll 20s,"Jan 4, 2016",25-55,Female
Netherlands Reference number: 20160014,11657.75,2016.FC.MONA.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,863537,0,Externally Managed,,13.5,CPM,"Jan 24, 2016",3,Per campaign,0063100000fJYk2AAG,Video - Preroll 20s,"Jan 4, 2016",25-55,Female
Netherlands Reference number: 20160033,8195,2016.FC.CAMPINA.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,607037,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYk3AAG,Video - Preroll 20s,"Jan 11, 2016",25-55,Female
Netherlands Reference number: 20160010,8024.35,2016.FC.MILNER.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,594396,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYk4AAG,Video - Preroll 20s,"Jan 4, 2016",20-34,Female
Netherlands Reference number: 20160015,10075.9,2016.FC.OPTIMEL.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,746363,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYk5AAG,Video - Preroll 20s,"Jan 1, 2016",20-34,Female
Netherlands Reference number: 20160016,11208.83,2016.FC.VIFIT.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,830284,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYk6AAG,Video - Preroll 20s,"Jan 11, 2016",20-34,
Netherlands Reference number: 20160001,35080.06,2016.FC.OPTIMEL.ONLINE-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,11693352,0,Externally Managed,,3,CPM,"Jan 22, 2016",,,0063100000fJYk7AAG,Display - Sync,"Jan 4, 2016",,
Netherlands Reference number: 20160002,90613.25,70% van het aantal impressies uitleveren in contactbuckets 3-5. Retargeting pixels BC plaatsen.,Net Cost (Calc Margin),012i0000001EB0nAAG,6472375,0,Externally Managed,,14,CPM,"Feb 7, 2016",,,0063100000fJYk7AAG,Display - Frequency booster,"Jan 4, 2016",20-34,Female
Netherlands Reference number: 20160068,0,"BDS+Kind- 20 sec cap 3, PAUZE van 8 t/m 14feb. Deze order is gecanceled.",Net Cost (Calc Margin),012i0000001EB0nAAG,370096,0,Externally Managed,,13.5,CPM,"Feb 21, 2016",3,Per campaign,0063100000fJYk8AAG,Video - Preroll 20s,"Feb 1, 2016",25-54,Female
Netherlands Reference number: 20160054,11657.75,Doelgroep: boodschappers + kind,Net Cost (Calc Margin),012i0000001EB0nAAG,863537,0,Externally Managed,,13.5,CPM,"Feb 21, 2016",3,Per campaign,0063100000fJYk9AAG,Video - Preroll 20s,"Feb 1, 2016",25-54,Female
Netherlands Reference number: 20160326,37244.4,MEC-106034-2016-0974 -- 2016.BOL.THEMA.ZOMER.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2979552,0,Externally Managed,"cap 2 en 1 op dagbasis. Voor de Xaxis inzet willen we graag een cap 1 per device(groep): desktop + tablet web, smartphone en tablet in app  en smartphone web. 50% van de impressies op Desktop en 50% van de impressies Mobile In-app. 100.000 compensatie impressies bij desktop omdat de cap bij start vd campagne verkeerd ingesteld stond.",12.5,CPM,"Jun 30, 2016",2,Per campaign,0063100000fJYkaAAG,Video - Preroll 20s,"Jun 6, 2016",20-34,
Netherlands Reference number: 20160063,100151.5,Netto bereik realiseren van 55% in doelgroep. Sturen op 2-3 contacten.,Net Cost (Calc Margin),012i0000001EB0nAAG,7153678,0,Externally Managed,,14,CPM,"Feb 22, 2016",,,0063100000fJYkAAAW,Display - Frequency booster,"Jan 18, 2016",20-49,Female
Netherlands Reference number: 20160459,53793.1,CAP 2 per device - gecombineerde index voor Desktop en Mobile,Net Cost (Calc Margin),012i0000001EB0nAAG,4303448,0,Externally Managed,,12.5,CPM,"Sep 11, 2016",2,Per campaign,0063100000fJYkbAAG,Video - Preroll 20s,"Aug 15, 2016",20-45,
Netherlands Reference number: 20160055,6975.53,2016.FC.MILNER.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,516706,0,Externally Managed,,13.5,CPM,"Feb 22, 2016",3,Per campaign,0063100000fJYkBAAW,Video - Preroll 20s,"Feb 1, 2016",20-34,Female
Netherlands Reference number: 20160083,9202.84,GAMMA_OLV_dat vraag ik_week 7-10,Net Cost (Calc Margin),012i0000001EB0nAAG,681692,0,Externally Managed,,13.5,CPM,"Mar 13, 2016",3,Per campaign,0063100000fJYkcAAG,Video - Preroll 20s,"Feb 15, 2016",25-35,
Netherlands Reference number: 20160056,6975.53,2016.FC.OPTIMEL.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,516706,0,Externally Managed,,13.5,CPM,"Feb 28, 2016",3,Per campaign,0063100000fJYkCAAW,Video - Preroll 20s,"Feb 1, 2016",20-34,Female
Netherlands Reference number: 20160158,4474.66,Doelgroep kan niet verbreed worden en looptijd kan niet langer.,Net Cost (Calc Margin),012i0000001EB0nAAG,331456,0,Externally Managed,,13.5,CPM,"Mar 19, 2016",3,Per campaign,0063100000fJYkdAAG,Video - Preroll 20s,"Mar 14, 2016",25-35,
Netherlands Reference number: 20160159,9645.9,Doelgroep kan niet verbreed worden en looptijd kan niet langer.,Net Cost (Calc Margin),012i0000001EB0nAAG,714511,0,Externally Managed,,13.5,CPM,"Mar 27, 2016",3,Per campaign,0063100000fJYkdAAG,Video - Preroll 20s,"Mar 20, 2016",25-35,
Netherlands Reference number: 20160057,12925.52,2016.FC.VIFIT.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,957446,0,Externally Managed,,13.5,CPM,"Feb 28, 2016",3,Per campaign,0063100000fJYkDAAW,Video - Preroll 20s,"Feb 8, 2016",20-34,
Netherlands Reference number: 20160111,11923.79,KARWEI_OLV_tuinen_week 11-13_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,883244,0,Externally Managed,,13.5,CPM,"Apr 2, 2016",3,Per campaign,0063100000fJYkeAAG,Video - Preroll 20s,"Mar 13, 2016",25-40,
Netherlands Reference number: 20160053,8531,2016. OLV Campina Merk februari mrt,Net Cost (Calc Margin),012i0000001EB0nAAG,631926,0,Externally Managed,,13.5,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYkEAAW,Video - Preroll 20s,"Feb 1, 2016",20-34,Female
Netherlands Reference number: 20160222,6316.35,Doelgroep kan niet verbreed worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,467878,0,Externally Managed,,13.5,CPM,"Apr 26, 2016",3,Per campaign,0063100000fJYkfAAG,Video - Preroll 20s,"Apr 24, 2016",25-35,
Netherlands Reference number: 20160223,6038.55,Doelgroep kan niet verbreed worden. 4 mei: Akkoord op test inzet Youtube. En inzet Smartphone (web).,Net Cost (Calc Margin),012i0000001EB0nAAG,447300,0,Externally Managed,,13.5,CPM,"May 5, 2016",3,Per campaign,0063100000fJYkfAAG,Video - Preroll 20s,"May 1, 2016",25-35,
Netherlands Reference number: 20160151,36619.53,Geenstijl en Dumpert excluden. willen zoveel mogelijk impressies serveren in buckets 2-3 met max 3.  Marge test.,Net Cost (Calc Margin),012i0000001EB0nAAG,2615681,0,Externally Managed,,14,CPM,"Mar 13, 2016",3,Per campaign,0063100000fJYkFAAW,Display - Frequency booster,"Mar 7, 2016",25-49,Female
Netherlands Reference number: 20160176,12699.92,Doelgroep kan niet verbreed worden. 4 mei: Akkoord op test inzet Youtube. En inzet Smartphone (web).,Net Cost (Calc Margin),012i0000001EB0nAAG,940735,0,Externally Managed,,13.5,CPM,"May 7, 2016",3,Per campaign,0063100000fJYkgAAG,Video - Preroll 20s,"Apr 17, 2016",25-35,
Netherlands Reference number: 20160058,0,"Dumpert en Geenstijl excluden. LET OP! week 8 en week 10 off-air! Dus alleen week 7,9 en 11 live. Orde is gecanceled.",Net Cost (Calc Margin),012i0000001EB0nAAG,387537,0,Externally Managed,,13.5,CPM,"Mar 20, 2016",3,Per campaign,0063100000fJYkGAAW,Video - Preroll 20s,"Feb 15, 2016",20-34,Female
Netherlands Reference number: 20160236,8353.8,Doelgroep kan niet verbreed worden. Uitzenden op 08-05 start om 18:00 uur t/m 15 mei. Vervolgens op 16 mei start om 18:00 uur t/m 20 mei,Net Cost (Calc Margin),012i0000001EB0nAAG,618800,0,Externally Managed,,13.5,CPM,"May 20, 2016",3,Per campaign,0063100000fJYkhAAG,Video - Preroll 20s,"May 8, 2016",25-35,
Netherlands Reference number: 20160188,2097.03,2016.FC.MILNER.03.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,182350,0,Externally Managed,,11.5,CPM,"Mar 20, 2016",2,Per campaign,0063100000fJYkHAAW,Mobile - Video,"Mar 16, 2016",20-34,Female
Netherlands Reference number: 20160027,7299.64,2016-01 BEN PRE-ROLL Q1,Net Cost (Calc Margin),012i0000001EB0nAAG,540714,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYkiAAG,Video - Preroll 20s,"Jan 11, 2016",,
Netherlands Reference number: 20160028,7299.64,2016-01 BEN PRE-ROLL Q1,Net Cost (Calc Margin),012i0000001EB0nAAG,540714,0,Externally Managed,,13.5,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYkiAAG,Video - Preroll 20s,"Feb 15, 2016",,
Netherlands Reference number: 20160029,7299.64,Bij eindevaluatie Turbine segmenten uitdraaien. Turbine pixel + LAL gemaakt op users die de video 100% hebben uitgekeken.,Net Cost (Calc Margin),012i0000001EB0nAAG,540714,0,Externally Managed,,13.5,CPM,"Apr 3, 2016",3,Per campaign,0063100000fJYkiAAG,Video - Preroll 20s,"Mar 14, 2016",,
Netherlands Reference number: 20160155,4320,Geenstijl en Dumper excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,320000,0,Externally Managed,,13.5,CPM,"Mar 20, 2016",2,Per campaign,0063100000fJYkIAAW,Video - Preroll 20s,"Mar 7, 2016",20-34,Female
Netherlands Reference number: 20160105,7500.4,2016-03 TMO Meer 4G mrt-apr AV,Net Cost (Calc Margin),012i0000001EB0nAAG,555585,0,Externally Managed,,13.5,CPM,"Apr 3, 2016",4,Per campaign,0063100000fJYkjAAG,Video - Preroll 20s,"Mar 14, 2016",20-49,
Netherlands Reference number: 20160127,12925.52,Dumpert en Geenstijl excluden doelgroep kan niet verbreed worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,957446,0,Externally Managed,,13.5,CPM,"Mar 27, 2016",2,Per campaign,0063100000fJYkJAAW,Video - Preroll 20s,"Mar 7, 2016",20-34,
Netherlands Reference number: 20160206,10500,TMO Roam Like Home april - mei AV,Net Cost (Calc Margin),012i0000001EB0nAAG,777778,0,Externally Managed,,13.5,CPM,"May 8, 2016",4,Per campaign,0063100000fJYkkAAG,Video - Preroll 20s,"Apr 18, 2016",20-49,
Netherlands Reference number: 20160131,23199.9,Dumper en Geenstijl excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,1718511,0,Externally Managed,,13.5,CPM,"Apr 6, 2016",2,Per campaign,0063100000fJYkKAAW,Video - Preroll 20s,"Mar 7, 2016",20-34,
Netherlands Reference number: 20160043,7959.4,Checken of de einddatum klopt.,Net Cost (Calc Margin),012i0000001EB0nAAG,589585,0,Externally Managed,,13.5,CPM,"Jan 24, 2016",3,Per campaign,0063100000fJYklAAG,Video - Preroll 20s,"Jan 1, 2016",25-54,
Netherlands Reference number: 20160199,6780.71,2016.FC.MILNER.0304.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,502275,0,Externally Managed,,13.5,CPM,"Apr 10, 2016",2,Per campaign,0063100000fJYkLAAW,Video - Preroll 20s,"Mar 28, 2016",20-34,Female
Netherlands Reference number: 20160092,7959.01,2016-02 AV OTRIVIN FEBRUARI,Net Cost (Calc Margin),012i0000001EB0nAAG,589556,0,Externally Managed,,13.5,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYkmAAG,Video - Preroll 20s,"Feb 8, 2016",25-54,
Netherlands Reference number: 20160132,11931.45,Geenstijl en Dumpert excluden. gevraagd aan planner of het voor zowel mannen als vrouwen is. 19-2-16,Net Cost (Calc Margin),012i0000001EB0nAAG,883811,0,Externally Managed,,13.5,CPM,"Apr 10, 2016",2,Per campaign,0063100000fJYkMAAW,Video - Preroll 20s,"Mar 14, 2016",20-34,
Netherlands Reference number: 20160189,6375,Het liefst 15 sec,Net Cost (Calc Margin),012i0000001EB0nAAG,472222,0,Externally Managed,,13.5,CPM,"Apr 24, 2016",3,Per campaign,0063100000fJYknAAG,Video - Preroll 20s,"Apr 4, 2016",30-44,Male
Netherlands Reference number: 20160212,17335,FC.MONA.0405.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1284074,0,Externally Managed,,13.5,CPM,"May 1, 2016",2,Per campaign,0063100000fJYkNAAW,Video - Preroll 20s,"Apr 11, 2016",20-49,Female
Netherlands Reference number: 20160294,2181.94,Vemedia_JFM_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,161625,0,Externally Managed,,13.5,CPM,"May 15, 2016",3,Per campaign,0063100000fJYkoAAG,Video - Preroll 20s,"May 9, 2016",30-44,Male
Netherlands Reference number: 20160213,14855,"Meemeting vanuit Atlas, graag goed uitleveren in de doelgroep",Net Cost (Calc Margin),012i0000001EB0nAAG,1100370,0,Externally Managed,,13.5,CPM,"May 1, 2016",2,Per campaign,0063100000fJYkOAAW,Video - Preroll 20s,"Apr 4, 2016",20-49,Female
Netherlands Reference number: 20160089,2386.79,Sky Radio artiestencommercial OLV - Feb 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,176799,0,Externally Managed,,13.5,CPM,"Feb 14, 2016",3,Per campaign,0063100000fJYkpAAG,Video - Preroll 20s,"Feb 1, 2016",25-40,Female
Netherlands Reference number: 20160211,16785,.CHOCOMEL.0405.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1243333,0,Externally Managed,,13.5,CPM,"May 8, 2016",2,Per campaign,0063100000fJYkPAAW,Video - Preroll 20s,"Apr 18, 2016",20-49,Female
Netherlands Reference number: 20160032,2378.79,Telegraaf uitsluiten,Net Cost (Calc Margin),012i0000001EB0nAAG,176207,0,Externally Managed,,13.5,CPM,"Jan 16, 2016",3,Per campaign,0063100000fJYkqAAG,Video - Preroll 20s,"Jan 4, 2016",30-49,Female
Netherlands Reference number: 20160269,3560.76,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,263760,0,Externally Managed,,13.5,CPM,"May 13, 2016",2,Per campaign,0063100000fJYkQAAW,Video - Preroll 20s,"May 8, 2016",25-34,
Netherlands Reference number: 20160270,1309.31,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,113853,0,Externally Managed,,11.5,CPM,"May 13, 2016",3,Per campaign,0063100000fJYkQAAW,Mobile - Video,"May 8, 2016",25-34,
Netherlands Reference number: 20160140,2212.34,Gelijkmatig uitleveren. Het moet een 10 sec spot worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,163877,0,Externally Managed,,13.5,CPM,"Apr 1, 2016",3,Per campaign,0063100000fJYkrAAG,Video - Preroll 20s,"Mar 28, 2016",25-40,Female
Netherlands Reference number: 20160301,2834.57,Inzet in STIVA tijdvak (tussen 21:00-06:00 uur),Net Cost (Calc Margin),012i0000001EB0nAAG,209968,0,Externally Managed,,13.5,CPM,"Jun 16, 2016",2,Per campaign,0063100000fJYkRAAW,Video - Preroll 20s,"Jun 10, 2016",25-34,
Netherlands Reference number: 20160302,942.56,Inzet in STIVA tijdvak (tussen 21:00-06:00 uur),Net Cost (Calc Margin),012i0000001EB0nAAG,81962,0,Externally Managed,,11.5,CPM,"Jun 16, 2016",2,Per campaign,0063100000fJYkRAAW,Mobile - Video,"Jun 10, 2016",25-34,
Netherlands Reference number: 20160267,2607.11,MAX-92133-2016-0183 -- Sky Radio Disney Actie OLV - mei 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,193119,0,Externally Managed,,13.5,CPM,"May 28, 2016",3,Per campaign,0063100000fJYksAAG,Video - Preroll 20s,"May 16, 2016",25-40,Female
Netherlands Reference number: 20160421,5669.16,STIVA tijdvak,Net Cost (Calc Margin),012i0000001EB0nAAG,419938,0,Externally Managed,,13.5,CPM,"Sep 1, 2016",2,Per campaign,0063100000fJYkSAAW,Video - Preroll 20s,"Aug 22, 2016",25-34,
Netherlands Reference number: 20160422,4590,STIVA tijdvak,Net Cost (Calc Margin),012i0000001EB0nAAG,399130,0,Externally Managed,,11.5,CPM,"Sep 1, 2016",2,Per campaign,0063100000fJYkSAAW,Mobile - Video,"Aug 22, 2016",25-34,
Netherlands Reference number: 20160123,1720.72,MAX-128395-2016-0061 -- VARILUX,Net Cost (Calc Margin),012i0000001EB0nAAG,127461,0,Externally Managed,,13.5,CPM,"Mar 27, 2016",3,Per campaign,0063100000fJYktAAG,Video - Preroll 20s,"Mar 7, 2016",50+,
Netherlands Reference number: 20160120,2420,MAX-105454-2016-0053 -- BigBen - Hitman Launch - Feb-Oct,Net Cost (Calc Margin),012i0000001EB0nAAG,403333,0,Externally Managed,,6,CPM,"Mar 23, 2016",3,Per campaign,0063100000fJYkTAAW,Mobile - Halfpage ad,"Mar 11, 2016",18-35,Male
Netherlands Reference number: 20160119,1720.47,MAX-128395-2016-0062 -- VARILUX,Net Cost (Calc Margin),012i0000001EB0nAAG,127442,0,Externally Managed,,13.5,CPM,"Apr 24, 2016",3,Per campaign,0063100000fJYkuAAG,Video - Preroll 20s,"Apr 11, 2016",50+,
Netherlands Reference number: 20160059,26571.06,2016.BOL.KenW.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1968227,0,Externally Managed,,13.5,CPM,"Mar 6, 2016",3,Per campaign,0063100000fJYkUAAW,Video - Preroll 20s,"Feb 15, 2016",20-34,
Netherlands Reference number: 20160148,18025.94,Deze GEPL is geannuleerd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1335255,0,Externally Managed,,13.5,CPM,"Apr 10, 2016",3,Per campaign,0063100000fJYkvAAG,Video - Preroll 20s,"Mar 21, 2016",20-34,Female
Netherlands Reference number: 20160138,20633,"De Video is 25"". 01-04: De cap is aangepast van 2 naar 3.",Net Cost (Calc Margin),012i0000001EB0nAAG,1375533,0,Externally Managed,,15,CPM,"Apr 8, 2016",3,Per campaign,0063100000fJYkVAAW,Video - Preroll 30s,"Mar 29, 2016",20-34,
Netherlands Reference number: 20160031,7722.24,Land Rover Evoque Jan 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,572018,0,Externally Managed,,13.5,CPM,"Jan 31, 2016",3,Per campaign,0063100000fJYkwAAG,Video - Preroll 20s,"Jan 11, 2016",30-50,Male
Netherlands Reference number: 20160136,21000,MEC-106034-2016-0391 -- 2016.BOL.WMAR.DL.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3500000,0,Externally Managed,"(ma t/m vrij: 7.00- 9.30 en 16.30 – 19.00). Regionale targeting inzetten op basis van GPS in de buurt van stations en OV knooppunten straal van 1000 meter. Uitlevering in portals waar volume piekt, zoals nieuws, weer, verkeer, entertainment (eventueel social media kanalen). cap 5 over de formaten heen",6,CPM,"Apr 15, 2016",5,Per campaign,0063100000fJYkWAAW,Mobile - Halfpage ad,"Mar 29, 2016",None,
Netherlands Reference number: 20160137,8750,MEC-106034-2016-0391 -- 2016.BOL.WMAR.DL.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3500000,0,Externally Managed,"(ma t/m vrij: 7.00- 9.30 en 16.30 – 19.00). egionale targeting inzetten op basis van GPS in de buurt van stations en OV knooppunten straal van 1000 meter. Uitlevering in portals waar volume piekt, zoals nieuws, weer, verkeer, entertainment (eventueel social media kanalen). cap 5 over de formaten heen",2.5,CPM,"Apr 15, 2016",5,Per campaign,0063100000fJYkWAAW,Mobile - Standard,"Mar 29, 2016",None,
Netherlands Reference number: 20160238,18333.33,Jaguar_XE_Online_April_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1222222,0,Externally Managed,"Graag 2 line items opzetten: 1) Turbine segment Business en Automotive_Luxury en 2) Mannen 30-50 jaar. Hoogste prioriteit gaat uit naar line item 1. De verwachting is dat we te weinig users terugvinden, vandaar toevoeging line item 2. : Business en Automotive_Luxury",15,CPM,"May 22, 2016",4,Per campaign,0063100000fJYkxAAG,Display - Billboard Ad,"Apr 18, 2016",30-50,Male
Netherlands Reference number: 20160135,92651.47,"Doelgroep mag in overleg verbreed worden(ze willen zich voornamelijk op lezers richten). Sturen in contactklassen 3-5, minimaal 50% bereik in doelgroep. + houdt rekening met de viewability (ahold policy)",Net Cost (Calc Margin),012i0000001EB0nAAG,6617962,0,Externally Managed,,14,CPM,"Apr 22, 2016",5,Per campaign,0063100000fJYkXAAW,Display - Frequency booster,"Mar 26, 2016",35-45,
Netherlands Reference number: 20150777,5897.81,KeukenConcurrent week 52-53,Net Cost (Calc Margin),012i0000001EB0nAAG,436875,0,Externally Managed,,13.5,CPM,"Jan 1, 2016",3,Per campaign,0063100000fJYkyAAG,Xaxis TV,"Dec 21, 2015",20-34,
Netherlands Reference number: 20160254,5087.25,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,376833,0,Externally Managed,,13.5,CPM,"May 8, 2016",2,Per campaign,0063100000fJYkYAAW,Video - Preroll 20s,"Apr 25, 2016",20-34,
Netherlands Reference number: 20150791,4282.36,Start 27 december na 18:00 t/m 2 januari 19:00,Net Cost (Calc Margin),012i0000001EB0nAAG,317212,0,Externally Managed,,13.5,CPM,"Jan 2, 2016",3,Per campaign,0063100000fJYkzAAG,Xaxis TV,"Dec 27, 2015",20-49,Female
Netherlands Reference number: 20160306,20568.03,Desktop en Mobile - 20 sec - CAP 1 per device - 20-49. Desktop cap 2 en Mobiel in-app cap 1.,Net Cost (Calc Margin),012i0000001EB0nAAG,1645442,0,Externally Managed,,12.5,CPM,"Jun 2, 2016",1,Per campaign,0063100000fJYkZAAW,Video - Preroll 20s,"May 23, 2016",20-49,
Netherlands Reference number: 20160316,2931.84,MAX-118157-2016-0232 -- TOMY TOYS OLV,Net Cost (Calc Margin),012i0000001EB0nAAG,217173,0,Externally Managed,,13.5,CPM,"Jun 5, 2016",3,Per campaign,0063100000fJYl0AAG,Video - Preroll 20s,"May 17, 2016",,
